310, 9.429715, 9.999189
320, 10.726625, 10.075849
330, 8.391584, 9.212111
340, 7.423315, 8.605652
350, 8.532764, 8.544217
360, 6.999012, 8.064939
370, 7.104485, 7.897957
380, 7.001362, 7.687777
390, 7.978067, 7.491006
400, 7.162432, 7.345151
410, 6.202763, 7.228866
420, 7.083237, 6.999573
430, 6.635103, 6.917720
440, 5.910516, 6.689533
450, 7.133869, 6.714278
460, 7.094154, 6.469214
470, 6.219015, 6.231930
480, 5.640986, 6.164804
490, 5.912287, 6.167025
500, 6.745065, 6.275124
510, 5.767218, 5.827235
520, 6.832636, 6.026690
530, 5.815211, 5.706835
540, 6.179178, 5.498174
550, 5.462886, 5.586824
560, 5.140728, 5.423650
570, 5.931420, 5.520537
580, 6.322460, 5.337654
590, 5.662550, 5.236156
600, 5.612468, 5.239044
610, 4.375058, 5.028049
620, 5.489381, 4.943588
630, 4.661821, 4.915271
640, 4.924568, 4.769396
650, 4.001942, 4.652598
660, 3.804820, 4.342617
670, 3.869723, 4.167936
680, 4.253660, 4.033134
690, 4.420687, 4.088048
700, 4.383621, 4.044512
710, 4.157204, 3.897728
720, 3.680818, 3.989383
730, 3.804729, 3.805438
740, 4.064761, 3.731862
750, 3.733471, 3.870394
760, 3.357869, 3.712244
770, 3.794139, 3.623730
780, 3.802517, 3.567431
790, 3.523676, 3.538121
800, 3.568832, 3.544000
810, 2.967062, 3.469057
820, 3.597227, 3.412246
830, 3.061951, 3.410289
840, 3.251406, 3.343287
850, 2.856849, 3.216133
860, 3.226893, 3.153016
870, 3.527435, 3.219686
880, 3.043942, 3.119804
890, 2.870702, 3.010432
900, 3.052411, 3.218523
910, 3.346078, 3.204480
920, 3.060449, 3.100965
930, 2.747025, 3.026400
940, 3.222245, 3.070586
950, 3.274728, 3.112815
960, 2.626007, 3.050036
970, 2.926624, 2.985321
980, 3.155264, 3.016180
990, 2.842831, 2.836442
1000, 2.693739, 2.854707
1010, 2.684850, 2.874605
1020, 2.841988, 2.774590
1030, 2.468303, 2.564297
1040, 2.861805, 2.701530
1050, 2.604818, 2.761800
1060, 2.373847, 2.691417
1070, 2.792650, 2.892222
1080, 2.868896, 2.888566
1090, 2.243097, 2.645033
1100, 2.375340, 2.564221
1110, 2.468666, 2.394891
1120, 2.304641, 2.383718
1130, 2.752991, 2.486904
1140, 2.688044, 2.456894
1150, 2.480961, 2.532857
1160, 2.393038, 2.449794
1170, 2.757160, 2.612706
1180, 2.779715, 2.587351
1190, 2.830683, 2.673329
1200, 2.499254, 2.596000
1210, 2.240097, 2.470275
1220, 2.243611, 2.369744
1230, 3.232926, 2.679765
1240, 2.897042, 2.807221
