track_id xmin ymin xmax ymax frame_number lost occluded generated label
0 325 248 423 459 0 1 0 0 "PERSON"
0 325 248 423 459 1 1 0 1 "PERSON"
0 325 248 423 459 2 1 0 1 "PERSON"
0 325 248 423 459 3 1 0 1 "PERSON"
0 325 248 423 459 4 1 0 1 "PERSON"
0 325 248 423 459 5 1 0 1 "PERSON"
0 325 248 423 459 6 1 0 1 "PERSON"
0 325 248 423 459 7 1 0 1 "PERSON"
0 325 248 423 459 8 1 0 1 "PERSON"
0 325 248 423 459 9 1 0 1 "PERSON"
0 325 248 423 459 10 1 0 1 "PERSON"
0 325 248 423 459 11 1 0 0 "PERSON"
0 216 201 303 404 12 1 0 1 "PERSON"
0 108 154 184 350 13 1 0 1 "PERSON"
0 0 107 65 296 14 0 0 0 "PERSON"
0 8 106 73 293 15 0 0 1 "PERSON"
0 17 105 82 290 16 0 0 1 "PERSON"
0 25 104 90 287 17 0 0 1 "PERSON"
0 34 103 99 284 18 0 0 0 "PERSON"
0 40 103 105 283 19 0 0 1 "PERSON"
0 46 103 111 282 20 0 0 1 "PERSON"
0 53 103 118 281 21 0 0 0 "PERSON"
0 57 103 121 279 22 0 0 1 "PERSON"
0 61 103 125 277 23 0 0 1 "PERSON"
0 66 103 128 275 24 0 0 1 "PERSON"
0 70 103 132 273 25 0 0 1 "PERSON"
0 75 103 136 271 26 0 0 0 "PERSON"
0 78 102 137 269 27 0 0 1 "PERSON"
0 82 102 139 267 28 0 0 1 "PERSON"
0 86 101 141 266 29 0 0 1 "PERSON"
0 90 101 143 264 30 0 0 1 "PERSON"
0 94 100 145 263 31 0 0 1 "PERSON"
0 97 100 146 261 32 0 0 1 "PERSON"
0 101 99 148 259 33 0 0 1 "PERSON"
0 105 99 150 258 34 0 0 1 "PERSON"
0 109 98 152 256 35 0 0 1 "PERSON"
0 113 98 154 255 36 0 0 0 "PERSON"
0 116 98 159 256 37 0 0 1 "PERSON"
0 119 98 165 257 38 0 0 1 "PERSON"
0 122 98 171 258 39 0 0 1 "PERSON"
0 125 98 177 259 40 0 0 1 "PERSON"
0 128 98 183 260 41 0 0 0 "PERSON"
0 129 98 184 259 42 0 0 1 "PERSON"
0 131 98 186 259 43 0 0 1 "PERSON"
0 132 98 187 259 44 0 0 1 "PERSON"
0 134 99 189 259 45 0 0 1 "PERSON"
0 136 99 190 259 46 0 0 1 "PERSON"
0 137 99 192 258 47 0 0 1 "PERSON"
0 139 100 193 258 48 0 0 1 "PERSON"
0 140 100 195 258 49 0 0 1 "PERSON"
0 142 100 196 258 50 0 0 1 "PERSON"
0 144 101 198 258 51 0 0 0 "PERSON"
0 142 101 196 258 52 0 0 1 "PERSON"
0 141 101 195 258 53 0 0 1 "PERSON"
0 140 101 194 258 54 0 0 1 "PERSON"
0 138 101 192 258 55 0 0 1 "PERSON"
0 137 102 191 259 56 0 0 1 "PERSON"
0 136 102 190 259 57 0 0 1 "PERSON"
0 134 102 188 259 58 0 0 1 "PERSON"
0 133 102 187 259 59 0 0 1 "PERSON"
0 132 102 186 259 60 0 0 1 "PERSON"
0 131 103 185 260 61 0 0 0 "PERSON"
0 132 102 186 260 62 0 0 1 "PERSON"
0 133 102 187 260 63 0 0 1 "PERSON"
0 134 102 188 260 64 0 0 1 "PERSON"
0 136 102 190 260 65 0 0 1 "PERSON"
0 137 102 191 260 66 0 0 1 "PERSON"
0 138 102 192 260 67 0 0 1 "PERSON"
0 139 102 193 260 68 0 0 1 "PERSON"
0 141 102 195 260 69 0 0 1 "PERSON"
0 142 102 196 260 70 0 0 1 "PERSON"
0 143 102 197 260 71 0 0 1 "PERSON"
0 144 102 198 260 72 0 0 1 "PERSON"
0 146 102 200 261 73 0 0 0 "PERSON"
0 145 102 199 261 74 0 0 1 "PERSON"
0 145 102 199 261 75 0 0 1 "PERSON"
0 145 102 199 261 76 0 0 1 "PERSON"
0 144 102 198 261 77 0 0 1 "PERSON"
0 144 102 198 261 78 0 0 1 "PERSON"
0 144 102 198 261 79 0 0 1 "PERSON"
0 143 102 197 261 80 0 0 1 "PERSON"
0 143 102 197 261 81 0 0 1 "PERSON"
0 143 102 197 261 82 0 0 0 "PERSON"
0 142 101 196 260 83 0 0 1 "PERSON"
0 142 101 196 260 84 0 0 1 "PERSON"
0 141 101 195 260 85 0 0 1 "PERSON"
0 141 101 195 260 86 0 0 1 "PERSON"
0 140 101 194 260 87 0 0 1 "PERSON"
0 140 101 194 260 88 0 0 1 "PERSON"
0 140 101 194 260 89 0 0 0 "PERSON"
0 142 100 196 259 90 0 0 1 "PERSON"
0 144 100 198 259 91 0 0 1 "PERSON"
0 147 100 201 259 92 0 0 1 "PERSON"
0 149 100 203 259 93 0 0 1 "PERSON"
0 151 100 205 259 94 0 0 1 "PERSON"
0 154 100 208 259 95 0 0 1 "PERSON"
0 156 100 210 259 96 0 0 1 "PERSON"
0 159 100 213 259 97 0 0 1 "PERSON"
0 161 100 215 259 98 0 0 1 "PERSON"
0 163 100 217 259 99 0 0 1 "PERSON"
0 166 100 220 259 100 0 0 1 "PERSON"
0 168 100 222 259 101 0 0 1 "PERSON"
0 170 100 224 259 102 0 0 1 "PERSON"
0 173 100 227 259 103 0 0 1 "PERSON"
0 175 100 229 259 104 0 0 1 "PERSON"
0 178 100 232 259 105 0 0 0 "PERSON"
0 176 100 230 258 106 0 0 1 "PERSON"
0 175 100 229 258 107 0 0 1 "PERSON"
0 173 100 227 258 108 0 0 1 "PERSON"
0 172 100 226 258 109 0 0 1 "PERSON"
0 170 100 224 257 110 0 0 1 "PERSON"
0 169 100 223 257 111 0 0 1 "PERSON"
0 168 100 222 257 112 0 0 1 "PERSON"
0 166 100 220 257 113 0 0 1 "PERSON"
0 165 100 219 257 114 0 0 1 "PERSON"
0 163 100 217 256 115 0 0 1 "PERSON"
0 162 100 216 256 116 0 0 1 "PERSON"
0 160 100 214 256 117 0 0 1 "PERSON"
0 159 100 213 256 118 0 0 1 "PERSON"
0 158 101 212 256 119 0 0 0 "PERSON"
0 158 100 212 256 120 0 0 1 "PERSON"
0 159 100 213 256 121 0 0 1 "PERSON"
0 160 100 214 256 122 0 0 1 "PERSON"
0 161 100 215 256 123 0 0 1 "PERSON"
0 162 100 216 256 124 0 0 1 "PERSON"
0 163 100 217 256 125 0 0 1 "PERSON"
0 163 100 217 256 126 0 0 1 "PERSON"
0 164 100 218 256 127 0 0 1 "PERSON"
0 165 100 219 256 128 0 0 1 "PERSON"
0 166 100 220 257 129 0 0 1 "PERSON"
0 167 100 221 257 130 0 0 1 "PERSON"
0 168 100 222 257 131 0 0 1 "PERSON"
0 168 100 222 257 132 0 0 1 "PERSON"
0 169 100 223 257 133 0 0 1 "PERSON"
0 170 100 224 257 134 0 0 1 "PERSON"
0 171 100 225 257 135 0 0 1 "PERSON"
0 172 100 226 257 136 0 0 1 "PERSON"
0 173 100 227 257 137 0 0 1 "PERSON"
0 174 100 228 258 138 0 0 0 "PERSON"
0 173 99 228 259 139 0 0 1 "PERSON"
0 173 99 228 260 140 0 0 1 "PERSON"
0 173 99 228 262 141 0 0 1 "PERSON"
0 172 98 228 263 142 0 0 1 "PERSON"
0 172 98 228 264 143 0 0 1 "PERSON"
0 172 98 229 266 144 0 0 0 "PERSON"
0 172 98 229 268 145 0 0 1 "PERSON"
0 172 98 230 270 146 0 0 1 "PERSON"
0 173 99 231 273 147 0 0 0 "PERSON"
0 177 99 236 275 148 0 0 1 "PERSON"
0 182 100 241 278 149 0 0 1 "PERSON"
0 187 101 247 280 150 0 0 1 "PERSON"
0 192 101 252 283 151 0 0 1 "PERSON"
