10, 4273.311523, 4274.335449
20, 4575.328613, 4469.895996
30, 4567.654297, 4536.845703
40, 4873.609375, 4758.869141
50, 2908.041016, 3556.676270
60, 5462.120117, 4810.588867
70, 4152.973145, 4398.081543
80, 2781.721436, 3360.757812
90, 5070.644043, 4525.853516
100, 2970.837646, 3556.200439
110, 3409.159912, 3533.686523
120, 2634.910645, 3027.151611
130, 2921.957520, 3097.934082
140, 1863.116577, 2417.095459
150, 1110.157349, 1651.549072
160, 925.864502, 1263.638428
170, 814.216248, 1061.338379
180, 613.146118, 836.041138
190, 256.816650, 479.270233
200, 295.718781, 389.361969
210, 148.489380, 249.573105
220, 77.853294, 149.113480
230, 63.600464, 105.456551
240, 28.257069, 59.453682
250, 14.591395, 31.821835
260, 13.499707, 21.033794
270, 11.562521, 15.983147
280, 9.991419, 11.927738
290, 8.382211, 9.964375
300, 9.667788, 9.230988
310, 7.752234, 8.898422
320, 7.798059, 8.327411
330, 7.789124, 8.429943
340, 9.363990, 8.324144
350, 8.070935, 7.658493
360, 7.099018, 7.408168
370, 7.467149, 7.744551
380, 7.491981, 7.312767
390, 8.088746, 7.470828
400, 6.507583, 7.188630
410, 6.229373, 6.947774
420, 6.909742, 6.844069
430, 6.956791, 6.589107
440, 6.591777, 6.801402
450, 6.127069, 6.760886
460, 6.294096, 6.603070
470, 4.916995, 6.248858
480, 5.414780, 6.133108
490, 6.025038, 6.085544
500, 5.512422, 6.211586
510, 5.119868, 5.910387
520, 6.122019, 5.874395
530, 6.514106, 5.944725
540, 6.125461, 5.900557
550, 6.574274, 5.782024
560, 6.092814, 5.804967
570, 5.571613, 5.712563
580, 6.037734, 5.906342
590, 6.163919, 5.581921
600, 4.905032, 5.495611
610, 4.529577, 5.388326
620, 5.699016, 5.290959
630, 4.644321, 5.146449
640, 4.992975, 4.829504
650, 4.557476, 5.079967
660, 5.105324, 5.204154
670, 4.989437, 4.937171
680, 4.498085, 4.822112
690, 4.601767, 4.802166
700, 4.908997, 4.835515
710, 4.598098, 4.812370
720, 4.418197, 4.661451
730, 4.221758, 4.654037
740, 4.791466, 4.625543
750, 4.023938, 4.530406
760, 3.874499, 4.436355
770, 4.693892, 4.341303
780, 4.349389, 4.376690
790, 4.357080, 4.364570
800, 4.506187, 4.284775
810, 4.506400, 4.373992
820, 4.796887, 4.268937
830, 3.918436, 4.251878
840, 4.608022, 4.355335
850, 4.298537, 4.114677
860, 4.102154, 4.237344
870, 4.368365, 4.227704
880, 3.947592, 4.107328
890, 4.528237, 4.233077
900, 3.616247, 4.033587
910, 4.257825, 3.802200
920, 3.931897, 3.899865
930, 3.938727, 3.768897
940, 3.485772, 3.887843
950, 3.738848, 3.995693
960, 4.274858, 4.085637
970, 4.812426, 4.342943
980, 4.884751, 4.368573
990, 3.661974, 4.331659
1000, 4.965792, 4.377350
1010, 3.782360, 4.063334
1020, 3.387139, 3.796676
1030, 3.996675, 3.990801
1040, 4.119586, 3.956290
1050, 3.468673, 3.745421
1060, 3.947931, 3.769035
1070, 3.745716, 3.666994
1080, 3.125906, 3.631811
1090, 3.509550, 3.784027
1100, 3.336626, 3.491150
1110, 3.970737, 3.503528
1120, 3.364651, 3.565492
1130, 3.454988, 3.569636
1140, 3.430063, 3.526020
1150, 3.769796, 3.517795
1160, 3.805292, 3.409694
1170, 3.799292, 3.435250
1180, 3.202534, 3.519166
1190, 3.603433, 3.478068
1200, 2.856936, 3.233397
1210, 3.252220, 3.362655
1220, 3.286299, 3.376263
1230, 3.606967, 3.410262
1240, 3.076995, 3.252434
1250, 3.546915, 3.447990
1260, 3.261797, 3.305510
1270, 3.340227, 3.434376
1280, 3.259353, 3.502715
1290, 2.839492, 3.369612
1300, 2.745816, 3.277408
1310, 2.850085, 3.171949
1320, 3.271852, 3.316937
1330, 3.506948, 3.479297
1340, 2.916229, 3.309147
1350, 2.960962, 3.465557
1360, 3.080956, 3.302972
1370, 2.945238, 3.165476
1380, 3.283712, 3.155381
1390, 2.886174, 3.035194
1400, 3.115279, 3.035256
1410, 3.558091, 3.219831
1420, 2.777942, 3.137774
1430, 2.950569, 3.088971
